Date,Meal,Food_Item,Calories,Protein_g,Carbs_g,Fat_g,Meal_Time,Water_ml
2022-09-06,Dinner,,,,,,,
2022-09-07,Breakfast,Eggs,527.0,,67.5,33.8,08:00,305.0
2022-09-07,Lunch,Salad,606.0,13.2,58.4,14.3,13:00,98.0
2022-09-07,Supper,Nuts,506.0,44.2,89.6,23.0,17:00,1073.0
2022-09-07,Dinner,Fish,495.0,15.4,72.7,8.0,20:30,634.0
2022-09-08,Breakfast,,,,,,,
2022-09-08,Lunch,Paneer,428.0,,76.6,25.9,13:00,885.0
2022-09-08,Supper,Sprouts,274.0,41.8,26.2,23.0,17:00,1094.0
2022-09-08,Dinner,,,,,,,
2022-09-09,Breakfast,Smoothie,287.0,,77.2,30.8,08:00,
2022-09-09,Lunch,Curd,547.0,33.8,29.4,24.0,13:00,70.0
2022-09-09,Supper,,,,,,,
2022-09-09,Dinner,Soup,612.0,20.2,30.1,21.2,20:30,460.0
2022-09-10,Breakfast,,,,,,,
2022-09-10,Lunch,Salad,405.0,19.4,74.9,31.9,13:00,1918.0
2022-09-10,Supper,Sprouts,264.0,33.5,80.1,8.3,17:00,321.0
2022-09-10,Dinner,Roti,650.0,28.2,67.6,19.3,20:30,716.0
2022-09-11,Breakfast,Eggs,396.0,,,33.9,08:00,459.0
2022-09-11,Lunch,,,,,,,
2022-09-11,Supper,,,,,,,
2022-09-11,Dinner,Roti,508.0,39.7,26.3,24.3,20:30,1091.0
2022-09-12,Breakfast,Toast,392.0,41.0,48.3,18.2,08:00,1287.0
2022-09-12,Lunch,Rice,309.0,24.3,67.3,,13:00,557.0
2022-09-12,Supper,Sandwich,624.0,23.8,,21.1,17:00,272.0
2022-09-12,Dinner,Vegetables,415.0,,67.5,8.7,20:30,
2022-09-13,Breakfast,,,,,,,
2022-09-13,Lunch,Dal,644.0,40.9,50.7,26.5,13:00,96.0
2022-09-13,Supper,Yogurt,545.0,,25.8,,17:00,443.0
2022-09-13,Dinner,,,,,,,
2022-09-14,Breakfast,Poha,471.0,17.5,66.5,21.7,08:00,
2022-09-14,Lunch,Salad,414.0,41.5,78.5,26.4,13:00,459.0
2022-09-14,Supper,Fruit,493.0,17.5,67.7,19.5,17:00,606.0
2022-09-14,Dinner,Tofu,533.0,25.7,32.9,19.5,20:30,1038.0
2022-09-15,Breakfast,Poha,583.0,39.1,48.5,13.8,08:00,213.0
2022-09-15,Lunch,Curd,597.0,,,23.9,13:00,172.0
2022-09-15,Supper,Nuts,303.0,11.3,,27.0,17:00,1520.0
2022-09-15,Dinner,Tofu,301.0,21.2,,,20:30,353.0
2022-09-16,Breakfast,Eggs,360.0,26.9,35.3,28.6,08:00,120.0
2022-09-16,Lunch,Salad,263.0,36.9,27.6,11.3,13:00,1000.0
2022-09-16,Supper,Sandwich,525.0,30.5,,23.6,17:00,
2022-09-16,Dinner,Tofu,543.0,20.6,67.3,16.9,20:30,410.0
2022-09-17,Breakfast,Oats,365.0,,61.4,8.2,08:00,203.0
2022-09-17,Lunch,,,,,,,
2022-09-17,Supper,Sprouts,515.0,42.2,55.6,8.8,17:00,
2022-09-17,Dinner,Soup,679.0,31.8,57.9,,20:30,842.0
2022-09-18,Breakfast,Toast,499.0,13.9,31.2,17.0,08:00,
2022-09-18,Lunch,Curd,584.0,38.4,69.8,,13:00,69.0
2022-09-18,Supper,Sandwich,480.0,30.9,57.7,9.4,17:00,535.0
2022-09-18,Dinner,Soup,333.0,22.7,,31.5,20:30,2.0
2022-09-19,Breakfast,,,,,,,
2022-09-19,Lunch,Rice,262.0,30.0,59.3,9.0,13:00,456.0
2022-09-19,Supper,Fruit,528.0,22.5,,19.4,17:00,499.0
2022-09-19,Dinner,Khichdi,257.0,23.6,45.4,20.5,20:30,1223.0
2022-09-20,Breakfast,Eggs,512.0,37.1,81.9,8.7,08:00,1518.0
2022-09-20,Lunch,Dal,450.0,32.9,87.0,28.9,13:00,608.0
2022-09-20,Supper,Sandwich,470.0,31.3,50.6,15.2,17:00,948.0
2022-09-20,Dinner,Khichdi,612.0,36.6,75.3,20.3,20:30,348.0
2022-09-21,Breakfast,Smoothie,686.0,15.8,88.6,10.9,08:00,443.0
2022-09-21,Lunch,Chicken,319.0,21.9,44.6,23.6,13:00,
2022-09-21,Supper,Fruit,634.0,18.9,,10.8,17:00,1260.0
2022-09-21,Dinner,Soup,333.0,13.5,81.7,21.7,,683.0
2022-09-22,Breakfast,Pancakes,645.0,17.4,34.4,16.5,,346.0
2022-09-22,Lunch,,,,,,,
2022-09-22,Supper,Sandwich,605.0,,85.3,16.3,17:00,65.0
2022-09-22,Dinner,Tofu,656.0,17.7,38.1,32.9,20:30,1070.0
2022-09-23,Breakfast,Poha,620.0,22.9,73.2,29.2,08:00,83.0
2022-09-23,Lunch,,,,,,,
2022-09-23,Supper,Yogurt,476.0,36.4,46.4,11.7,17:00,819.0
2022-09-23,Dinner,Fish,526.0,27.1,70.6,,20:30,323.0
2022-09-24,Breakfast,Pancakes,314.0,25.1,57.0,15.2,,74.0
2022-09-24,Lunch,,,,,,,
2022-09-24,Supper,Sandwich,652.0,32.5,60.8,14.8,17:00,241.0
2022-09-24,Dinner,Vegetables,387.0,30.5,69.8,33.4,20:30,1487.0
2022-09-25,Breakfast,Eggs,611.0,43.7,58.2,27.8,08:00,341.0
2022-09-25,Lunch,Rice,675.0,27.4,33.8,21.4,13:00,575.0
2022-09-25,Supper,Sprouts,411.0,41.8,66.5,28.8,17:00,841.0
2022-09-25,Dinner,Roti,614.0,,,31.1,20:30,454.0
2022-09-26,Breakfast,Oats,567.0,44.7,39.7,16.4,08:00,262.0
2022-09-26,Lunch,Rice,375.0,17.2,78.8,22.5,13:00,225.0
2022-09-26,Supper,Nuts,618.0,12.7,57.6,26.5,17:00,
2022-09-26,Dinner,Vegetables,684.0,10.8,46.4,22.5,20:30,1373.0
2022-09-27,Breakfast,Oats,658.0,26.7,33.0,33.1,,1054.0
2022-09-27,Lunch,Salad,404.0,34.1,46.8,26.8,13:00,207.0
2022-09-27,Supper,Sprouts,526.0,28.7,79.1,18.8,17:00,888.0
2022-09-27,Dinner,Tofu,332.0,44.6,42.1,14.9,20:30,195.0
2022-09-28,Breakfast,Poha,606.0,38.4,88.5,25.4,08:00,248.0
2022-09-28,Lunch,,,,,,,
2022-09-28,Supper,,,,,,,
2022-09-28,Dinner,Tofu,370.0,42.7,79.7,25.4,20:30,1157.0
2022-09-29,Breakfast,Smoothie,666.0,19.3,57.2,30.9,08:00,1016.0
2022-09-29,Lunch,Rice,512.0,22.3,42.2,17.4,13:00,795.0
2022-09-29,Supper,,,,,,,
2022-09-29,Dinner,Roti,257.0,32.7,72.2,13.7,20:30,553.0
2022-09-30,Breakfast,,,,,,,
2022-09-30,Lunch,Dal,534.0,14.8,49.0,27.5,13:00,253.0
2022-09-30,Supper,Nuts,338.0,26.5,49.9,14.8,17:00,287.0
2022-09-30,Dinner,,,,,,,
2022-10-01,Breakfast,Smoothie,399.0,39.9,69.6,22.0,08:00,202.0
2022-10-01,Lunch,,,,,,,
2022-10-01,Supper,Yogurt,647.0,18.6,65.0,,17:00,1390.0
2022-10-01,Dinner,Soup,292.0,,85.0,9.5,20:30,1617.0
2022-10-02,Breakfast,,,,,,,
2022-10-02,Lunch,,,,,,,
2022-10-02,Supper,Fruit,340.0,32.2,43.6,28.6,17:00,507.0
2022-10-02,Dinner,Vegetables,661.0,,45.3,,20:30,
2022-10-03,Breakfast,Poha,607.0,39.2,25.5,13.8,,142.0
2022-10-03,Lunch,Paneer,405.0,29.6,28.9,15.4,13:00,768.0
2022-10-03,Supper,Sprouts,589.0,18.0,,27.3,17:00,89.0
2022-10-03,Dinner,Soup,354.0,29.7,33.8,12.1,20:30,1110.0
2022-10-04,Breakfast,Smoothie,698.0,25.6,54.7,15.0,08:00,121.0
2022-10-04,Lunch,,,,,,,
2022-10-04,Supper,Sprouts,321.0,14.2,36.0,16.5,,26.0
2022-10-04,Dinner,Fish,424.0,33.5,,,,362.0
2022-10-05,Breakfast,,,,,,,
2022-10-05,Lunch,,,,,,,
2022-10-05,Supper,Yogurt,356.0,43.5,39.0,21.9,17:00,716.0
2022-10-05,Dinner,Tofu,683.0,11.4,63.2,9.7,20:30,740.0
2022-10-06,Breakfast,Toast,302.0,22.7,55.2,34.4,08:00,182.0
2022-10-06,Lunch,Paneer,284.0,17.9,26.4,,,218.0
2022-10-06,Supper,,,,,,,
2022-10-06,Dinner,Soup,421.0,15.6,27.9,18.6,20:30,2517.0
2022-10-07,Breakfast,,,,,,,
2022-10-07,Lunch,Paneer,683.0,30.5,79.1,10.0,13:00,1106.0
2022-10-07,Supper,Yogurt,605.0,,,,17:00,71.0
2022-10-07,Dinner,Fish,680.0,36.0,28.3,14.0,20:30,443.0
2022-10-08,Breakfast,,,,,,,
2022-10-08,Lunch,Rice,607.0,19.2,49.4,21.4,,631.0
2022-10-08,Supper,,,,,,,
2022-10-08,Dinner,Khichdi,367.0,11.5,67.5,28.9,20:30,1188.0
2022-10-09,Breakfast,Eggs,370.0,42.3,52.5,15.5,08:00,1088.0
2022-10-09,Lunch,Curd,586.0,11.7,,12.3,13:00,578.0
2022-10-09,Supper,Nuts,671.0,10.6,53.5,8.6,17:00,373.0
2022-10-09,Dinner,Khichdi,624.0,37.4,59.5,23.9,20:30,104.0
2022-10-10,Breakfast,Eggs,285.0,19.2,,16.2,08:00,111.0
2022-10-10,Lunch,Dal,332.0,23.6,35.4,,13:00,522.0
2022-10-10,Supper,Sprouts,586.0,12.6,84.4,8.6,17:00,
2022-10-10,Dinner,,,,,,,
2022-10-11,Breakfast,,,,,,,
2022-10-11,Lunch,Salad,413.0,14.0,51.1,13.6,13:00,679.0
2022-10-11,Supper,Sandwich,487.0,22.3,61.1,13.1,17:00,108.0
2022-10-11,Dinner,,,,,,,
2022-10-12,Breakfast,,,,,,,
2022-10-12,Lunch,,,,,,,
2022-10-12,Supper,Sprouts,359.0,15.7,46.9,23.0,17:00,110.0
2022-10-12,Dinner,Tofu,478.0,,64.3,26.5,,
2022-10-13,Breakfast,Oats,448.0,39.4,67.1,17.2,08:00,
2022-10-13,Lunch,,,,,,,
2022-10-13,Supper,,,,,,,
2022-10-13,Dinner,Roti,521.0,32.4,86.1,8.1,20:30,845.0
2022-10-14,Breakfast,Toast,576.0,26.3,59.9,34.9,08:00,509.0
2022-10-14,Lunch,,,,,,,
2022-10-14,Supper,Sprouts,626.0,29.0,74.9,,17:00,249.0
2022-10-14,Dinner,Fish,281.0,19.3,58.4,23.5,20:30,161.0
2022-10-15,Breakfast,Eggs,292.0,,68.0,8.9,08:00,
2022-10-15,Lunch,Chicken,509.0,19.6,67.2,27.5,13:00,346.0
2022-10-15,Supper,,,,,,,
2022-10-15,Dinner,Fish,421.0,23.9,48.7,8.3,20:30,
2022-10-16,Breakfast,Smoothie,355.0,34.9,32.5,19.0,08:00,416.0
2022-10-16,Lunch,Curd,403.0,12.0,,31.3,13:00,530.0
2022-10-16,Supper,Sprouts,666.0,29.6,68.3,34.4,,624.0
2022-10-16,Dinner,Vegetables,597.0,17.2,71.3,23.7,20:30,1521.0
2022-10-17,Breakfast,Pancakes,280.0,38.1,,16.0,08:00,436.0
2022-10-17,Lunch,Paneer,691.0,30.1,39.3,31.3,13:00,238.0
2022-10-17,Supper,,,,,,,
2022-10-17,Dinner,Tofu,499.0,41.9,,23.7,20:30,30.0
2022-10-18,Breakfast,,,,,,,
2022-10-18,Lunch,Paneer,362.0,,64.9,22.4,13:00,64.0
2022-10-18,Supper,Sandwich,410.0,13.6,,8.1,17:00,1222.0
2022-10-18,Dinner,Khichdi,327.0,42.9,28.5,8.3,20:30,699.0
2022-10-19,Breakfast,Toast,627.0,35.3,77.1,29.4,08:00,
2022-10-19,Lunch,Salad,661.0,35.8,64.0,12.8,13:00,283.0
2022-10-19,Supper,Fruit,414.0,39.5,55.6,18.5,17:00,1034.0
2022-10-19,Dinner,Tofu,672.0,43.4,64.5,13.9,,379.0
2022-10-20,Breakfast,Pancakes,438.0,17.6,49.3,17.0,08:00,
2022-10-20,Lunch,Rice,332.0,36.7,74.4,31.9,13:00,
2022-10-20,Supper,Sprouts,270.0,43.8,64.3,,,1087.0
2022-10-20,Dinner,,,,,,,
2022-10-21,Breakfast,,,,,,,
2022-10-21,Lunch,Rice,531.0,22.1,,15.9,13:00,1677.0
2022-10-21,Supper,Yogurt,600.0,,65.3,14.3,17:00,841.0
2022-10-21,Dinner,,,,,,,
2022-10-22,Breakfast,Oats,395.0,11.3,62.9,14.2,08:00,451.0
2022-10-22,Lunch,Dal,678.0,38.3,66.3,16.2,13:00,
2022-10-22,Supper,,,,,,,
2022-10-22,Dinner,,,,,,,
2022-10-23,Breakfast,Poha,330.0,24.6,74.2,14.1,08:00,1189.0
2022-10-23,Lunch,Rice,440.0,30.6,71.9,14.5,13:00,766.0
2022-10-23,Supper,,,,,,,
2022-10-23,Dinner,Tofu,397.0,17.8,42.0,21.8,,1056.0
2022-10-24,Breakfast,Smoothie,276.0,,69.4,25.4,08:00,
2022-10-24,Lunch,Rice,277.0,25.2,38.0,10.9,13:00,455.0
2022-10-24,Supper,Yogurt,582.0,26.4,85.1,18.7,17:00,819.0
2022-10-24,Dinner,Soup,526.0,,40.6,15.6,20:30,1050.0
2022-10-25,Breakfast,Oats,301.0,24.2,,31.6,08:00,1144.0
2022-10-25,Lunch,Dal,686.0,29.0,69.8,20.7,13:00,1211.0
2022-10-25,Supper,Sandwich,540.0,39.7,81.9,12.6,,365.0
2022-10-25,Dinner,Khichdi,292.0,36.0,89.1,26.0,20:30,503.0
2022-10-26,Breakfast,Oats,671.0,33.8,83.3,32.1,08:00,1077.0
2022-10-26,Lunch,Chicken,380.0,18.3,81.9,31.4,13:00,127.0
2022-10-26,Supper,Sandwich,429.0,23.4,63.3,,17:00,20.0
2022-10-26,Dinner,Roti,532.0,22.8,42.8,21.7,20:30,688.0
2022-10-27,Breakfast,Oats,635.0,18.2,83.1,13.0,08:00,107.0
2022-10-27,Lunch,Dal,575.0,,87.0,32.9,13:00,714.0
2022-10-27,Supper,Yogurt,382.0,,27.7,23.8,17:00,432.0
2022-10-27,Dinner,Roti,275.0,39.0,,10.9,20:30,701.0
2022-10-28,Breakfast,Smoothie,655.0,18.8,73.0,,08:00,
2022-10-28,Lunch,,,,,,,
2022-10-28,Supper,Nuts,677.0,10.2,66.9,19.3,17:00,835.0
2022-10-28,Dinner,,,,,,,
2022-10-29,Breakfast,Oats,607.0,17.0,40.8,19.2,08:00,1007.0
2022-10-29,Lunch,,,,,,,
2022-10-29,Supper,Yogurt,588.0,15.8,76.1,14.8,17:00,1040.0
2022-10-29,Dinner,Tofu,306.0,34.7,83.8,19.7,20:30,189.0
2022-10-30,Breakfast,Poha,512.0,40.8,,33.9,08:00,283.0
2022-10-30,Lunch,Curd,649.0,31.2,48.7,32.4,13:00,723.0
2022-10-30,Supper,,,,,,,
2022-10-30,Dinner,,,,,,,
2022-10-31,Breakfast,Toast,617.0,14.6,88.4,31.4,08:00,1439.0
2022-10-31,Lunch,Salad,475.0,36.1,57.8,25.5,13:00,800.0
2022-10-31,Supper,Nuts,490.0,44.1,35.0,15.3,17:00,425.0
2022-10-31,Dinner,,,,,,,
2022-11-01,Breakfast,Poha,668.0,31.0,46.3,29.1,08:00,476.0
2022-11-01,Lunch,Salad,372.0,12.9,66.7,20.7,13:00,169.0
2022-11-01,Supper,Sprouts,649.0,42.6,65.5,17.3,17:00,1016.0
2022-11-01,Dinner,Roti,591.0,35.5,86.9,30.5,20:30,759.0
2022-11-02,Breakfast,Toast,688.0,,36.6,10.8,08:00,1216.0
2022-11-02,Lunch,Curd,556.0,26.2,84.2,16.8,13:00,41.0
2022-11-02,Supper,Nuts,318.0,11.7,80.2,8.3,17:00,
2022-11-02,Dinner,Soup,393.0,14.8,64.8,12.5,,
2022-11-03,Breakfast,Pancakes,457.0,12.4,41.5,29.8,08:00,33.0
2022-11-03,Lunch,,,,,,,
2022-11-03,Supper,Fruit,485.0,40.1,39.6,,17:00,659.0
2022-11-03,Dinner,Vegetables,636.0,,71.4,31.4,20:30,1107.0
2022-11-04,Breakfast,Smoothie,362.0,36.9,83.8,19.1,08:00,1386.0
2022-11-04,Lunch,Salad,652.0,30.2,,28.2,13:00,387.0
2022-11-04,Supper,Sandwich,673.0,,30.9,14.2,17:00,740.0
2022-11-04,Dinner,Fish,391.0,26.1,37.5,14.1,20:30,754.0
2022-11-05,Breakfast,Oats,622.0,41.3,77.2,11.8,08:00,578.0
2022-11-05,Lunch,Dal,463.0,29.2,64.6,10.5,13:00,730.0
2022-11-05,Supper,Yogurt,292.0,32.7,81.6,28.2,17:00,683.0
2022-11-05,Dinner,Vegetables,341.0,27.9,85.4,31.6,20:30,351.0
2022-11-06,Breakfast,,,,,,,
2022-11-06,Lunch,Curd,680.0,36.0,39.3,17.9,13:00,637.0
2022-11-06,Supper,Nuts,570.0,24.7,56.5,14.9,17:00,200.0
2022-11-06,Dinner,,,,,,,
2022-11-07,Breakfast,,,,,,,
2022-11-07,Lunch,Salad,557.0,28.9,42.9,27.7,13:00,1400.0
2022-11-07,Supper,Nuts,320.0,,40.9,27.0,17:00,427.0
2022-11-07,Dinner,,,,,,,
2022-11-08,Breakfast,,,,,,,
2022-11-08,Lunch,,,,,,,
2022-11-08,Supper,Nuts,646.0,18.7,72.6,,17:00,529.0
2022-11-08,Dinner,Tofu,565.0,12.4,87.1,13.2,20:30,1019.0
2022-11-09,Breakfast,Poha,411.0,35.5,31.1,25.8,08:00,106.0
2022-11-09,Lunch,Curd,455.0,43.3,62.6,,13:00,2354.0
2022-11-09,Supper,,,,,,,
2022-11-09,Dinner,Fish,694.0,23.0,54.6,12.8,20:30,521.0
2022-11-10,Breakfast,Toast,589.0,11.6,,10.1,08:00,1418.0
2022-11-10,Lunch,Curd,291.0,31.2,61.3,25.6,13:00,145.0
2022-11-10,Supper,Fruit,679.0,11.7,51.5,27.0,17:00,628.0
2022-11-10,Dinner,Fish,379.0,30.9,55.7,26.9,,464.0
2022-11-11,Breakfast,Oats,547.0,32.1,40.1,32.2,08:00,870.0
2022-11-11,Lunch,Rice,494.0,,68.6,14.8,13:00,190.0
2022-11-11,Supper,Nuts,387.0,30.8,67.8,9.7,17:00,677.0
2022-11-11,Dinner,Roti,540.0,19.0,41.5,33.6,20:30,334.0
2022-11-12,Breakfast,Oats,287.0,28.3,39.9,11.3,08:00,613.0
2022-11-12,Lunch,Curd,383.0,32.8,55.9,31.1,13:00,362.0
2022-11-12,Supper,Yogurt,491.0,42.8,28.5,21.5,17:00,13.0
2022-11-12,Dinner,,,,,,,
2022-11-13,Breakfast,Oats,451.0,13.0,88.0,9.0,,615.0
2022-11-13,Lunch,,,,,,,
2022-11-13,Supper,Fruit,384.0,19.8,84.2,,17:00,274.0
2022-11-13,Dinner,Khichdi,685.0,24.2,38.7,24.0,20:30,76.0
2022-11-14,Breakfast,,,,,,,
2022-11-14,Lunch,Chicken,524.0,43.5,77.0,26.0,13:00,604.0
2022-11-14,Supper,Sprouts,606.0,15.4,36.7,19.7,17:00,287.0
2022-11-14,Dinner,Fish,448.0,12.9,66.8,,20:30,543.0
2022-11-15,Breakfast,,,,,,,
2022-11-15,Lunch,Dal,377.0,25.2,,,13:00,832.0
2022-11-15,Supper,Nuts,336.0,,47.1,26.4,17:00,803.0
2022-11-15,Dinner,,,,,,,
2022-11-16,Breakfast,Eggs,477.0,33.1,50.7,28.1,08:00,1037.0
2022-11-16,Lunch,Curd,432.0,35.3,34.1,18.5,,925.0
2022-11-16,Supper,Nuts,557.0,21.1,70.8,14.8,17:00,63.0
2022-11-16,Dinner,Soup,536.0,11.5,81.6,26.3,20:30,186.0
2022-11-17,Breakfast,Toast,376.0,17.8,60.4,11.8,08:00,973.0
2022-11-17,Lunch,,,,,,,
2022-11-17,Supper,Yogurt,626.0,18.9,81.9,33.0,17:00,1096.0
2022-11-17,Dinner,,,,,,,
2022-11-18,Breakfast,Toast,421.0,19.6,25.2,19.2,08:00,37.0
2022-11-18,Lunch,Salad,485.0,37.1,62.3,26.8,13:00,
2022-11-18,Supper,Fruit,623.0,24.2,35.8,8.6,17:00,671.0
2022-11-18,Dinner,Soup,656.0,18.8,49.2,10.9,,105.0
2022-11-19,Breakfast,Toast,699.0,11.6,44.5,22.3,08:00,388.0
2022-11-19,Lunch,Paneer,456.0,23.4,65.2,27.4,13:00,415.0
2022-11-19,Supper,Sprouts,640.0,37.8,27.6,17.0,17:00,170.0
2022-11-19,Dinner,Soup,455.0,12.5,28.0,17.5,20:30,
2022-11-20,Breakfast,Smoothie,562.0,28.5,74.0,19.9,08:00,
2022-11-20,Lunch,Curd,494.0,39.2,50.9,20.1,13:00,1693.0
2022-11-20,Supper,Sandwich,654.0,20.8,83.5,26.6,17:00,305.0
2022-11-20,Dinner,Khichdi,304.0,33.5,55.5,,20:30,105.0
2022-11-21,Breakfast,,,,,,,
2022-11-21,Lunch,,,,,,,
2022-11-21,Supper,Sandwich,601.0,27.4,,23.7,17:00,501.0
2022-11-21,Dinner,Soup,259.0,29.7,63.6,18.1,20:30,514.0
2022-11-22,Breakfast,Poha,304.0,32.4,64.5,12.1,08:00,366.0
2022-11-22,Lunch,Dal,510.0,27.1,86.2,14.1,13:00,1523.0
2022-11-22,Supper,Nuts,689.0,18.0,26.6,18.4,,31.0
2022-11-22,Dinner,Vegetables,362.0,25.1,,19.6,20:30,362.0
2022-11-23,Breakfast,,,,,,,
2022-11-23,Lunch,Dal,426.0,,79.3,23.1,13:00,8.0
2022-11-23,Supper,,,,,,,
2022-11-23,Dinner,Tofu,316.0,27.6,63.2,17.3,20:30,373.0
2022-11-24,Breakfast,Poha,654.0,10.9,49.5,32.2,08:00,373.0
2022-11-24,Lunch,Salad,560.0,17.3,46.1,25.2,13:00,670.0
2022-11-24,Supper,Nuts,294.0,25.3,,14.6,17:00,684.0
2022-11-24,Dinner,,,,,,,
2022-11-25,Breakfast,,,,,,,
2022-11-25,Lunch,Paneer,315.0,,72.5,9.1,13:00,466.0
2022-11-25,Supper,Sandwich,583.0,,,11.1,17:00,986.0
2022-11-25,Dinner,Khichdi,336.0,13.8,58.1,20.6,20:30,711.0
2022-11-26,Breakfast,Eggs,492.0,,32.5,30.6,08:00,610.0
2022-11-26,Lunch,Rice,405.0,29.8,45.3,12.8,13:00,186.0
2022-11-26,Supper,,,,,,,
2022-11-26,Dinner,,,,,,,
2022-11-27,Breakfast,,,,,,,
2022-11-27,Lunch,,,,,,,
2022-11-27,Supper,Sprouts,442.0,16.5,,18.9,17:00,969.0
2022-11-27,Dinner,Tofu,563.0,36.9,52.9,28.5,20:30,476.0
2022-11-28,Breakfast,Oats,391.0,36.1,55.4,14.2,08:00,165.0
2022-11-28,Lunch,Paneer,250.0,26.9,27.9,,13:00,953.0
2022-11-28,Supper,Sprouts,399.0,32.2,33.2,27.8,17:00,338.0
2022-11-28,Dinner,Roti,447.0,11.9,80.1,25.0,20:30,1485.0
2022-11-29,Breakfast,Smoothie,590.0,19.3,74.6,,08:00,93.0
2022-11-29,Lunch,,,,,,,
2022-11-29,Supper,Nuts,573.0,22.9,54.2,16.9,17:00,880.0
2022-11-29,Dinner,Fish,681.0,41.1,76.1,16.0,20:30,915.0
2022-11-30,Breakfast,Pancakes,493.0,44.5,31.5,19.4,08:00,
2022-11-30,Lunch,,,,,,,
2022-11-30,Supper,Fruit,281.0,21.8,68.7,8.9,17:00,
2022-11-30,Dinner,,,,,,,
2022-12-01,Breakfast,Poha,262.0,39.0,64.2,18.5,08:00,918.0
2022-12-01,Lunch,Chicken,471.0,36.6,56.4,33.4,13:00,153.0
2022-12-01,Supper,Sprouts,556.0,24.0,42.6,35.0,17:00,712.0
2022-12-01,Dinner,Fish,423.0,43.2,,21.6,20:30,979.0
2022-12-02,Breakfast,,,,,,,
2022-12-02,Lunch,,,,,,,
2022-12-02,Supper,Yogurt,555.0,30.0,74.2,11.0,17:00,
2022-12-02,Dinner,Khichdi,283.0,22.3,39.6,17.5,20:30,593.0
2022-12-03,Breakfast,,,,,,,
2022-12-03,Lunch,Curd,531.0,43.4,36.7,27.6,13:00,246.0
2022-12-03,Supper,Sprouts,589.0,14.3,80.2,19.2,17:00,318.0
2022-12-03,Dinner,Vegetables,634.0,27.3,31.5,,20:30,1295.0
2022-12-04,Breakfast,Pancakes,412.0,27.9,40.9,17.0,08:00,909.0
2022-12-04,Lunch,Rice,318.0,40.5,76.8,21.9,13:00,1330.0
2022-12-04,Supper,Nuts,628.0,38.2,49.5,,17:00,92.0
2022-12-04,Dinner,Fish,439.0,43.9,,29.2,20:30,230.0
2022-12-05,Breakfast,Smoothie,661.0,24.6,85.4,32.6,08:00,134.0
2022-12-05,Lunch,Curd,294.0,39.3,33.0,30.2,,81.0
2022-12-05,Supper,Yogurt,669.0,33.7,43.6,14.8,17:00,1561.0
2022-12-05,Dinner,Khichdi,472.0,15.9,54.6,30.0,20:30,726.0
2022-12-06,Breakfast,,,,,,,
2022-12-06,Lunch,Rice,468.0,18.2,83.9,9.0,13:00,750.0
2022-12-06,Supper,Yogurt,667.0,18.3,57.7,,17:00,14.0
2022-12-06,Dinner,Soup,659.0,19.8,62.1,28.8,20:30,264.0
2022-12-07,Breakfast,Poha,347.0,23.4,63.6,,08:00,216.0
2022-12-07,Lunch,Dal,434.0,19.4,67.4,11.6,13:00,1425.0
2022-12-07,Supper,,,,,,,
2022-12-07,Dinner,,,,,,,
2022-12-08,Breakfast,Poha,260.0,34.9,38.6,16.3,08:00,564.0
2022-12-08,Lunch,Paneer,503.0,26.1,75.0,,13:00,228.0
2022-12-08,Supper,,,,,,,
2022-12-08,Dinner,Roti,445.0,11.3,52.9,28.4,20:30,
2022-12-09,Breakfast,Toast,394.0,34.7,83.0,33.8,08:00,
2022-12-09,Lunch,Chicken,503.0,14.5,60.5,31.2,13:00,1335.0
2022-12-09,Supper,Fruit,478.0,40.5,81.6,23.6,,458.0
2022-12-09,Dinner,Vegetables,444.0,25.7,74.3,9.8,20:30,906.0
2022-12-10,Breakfast,Poha,628.0,20.5,74.2,19.7,08:00,445.0
2022-12-10,Lunch,Salad,566.0,42.3,67.7,19.8,13:00,104.0
2022-12-10,Supper,Yogurt,279.0,38.0,,32.8,17:00,
2022-12-10,Dinner,Roti,513.0,31.6,53.3,19.5,,720.0
2022-12-11,Breakfast,,,,,,,
2022-12-11,Lunch,,,,,,,
2022-12-11,Supper,Sprouts,273.0,28.6,48.2,,17:00,524.0
2022-12-11,Dinner,Vegetables,509.0,37.5,72.2,26.9,20:30,
2022-12-12,Breakfast,Smoothie,454.0,26.5,32.7,30.9,08:00,553.0
2022-12-12,Lunch,,,,,,,
2022-12-12,Supper,,,,,,,
2022-12-12,Dinner,Vegetables,441.0,12.3,76.7,14.5,20:30,2072.0
2022-12-13,Breakfast,Poha,551.0,42.4,64.2,13.5,08:00,790.0
2022-12-13,Lunch,Salad,464.0,,78.5,14.2,13:00,
2022-12-13,Supper,Yogurt,284.0,36.0,78.0,26.5,17:00,329.0
2022-12-13,Dinner,Fish,615.0,42.1,43.1,13.1,20:30,
2022-12-14,Breakfast,Smoothie,495.0,33.7,87.0,21.8,08:00,127.0
2022-12-14,Lunch,Paneer,337.0,29.1,52.4,24.7,13:00,45.0
2022-12-14,Supper,Nuts,644.0,25.1,51.1,8.8,17:00,1063.0
2022-12-14,Dinner,Vegetables,513.0,24.1,52.9,,,1602.0
2022-12-15,Breakfast,Poha,658.0,28.9,,,08:00,11.0
2022-12-15,Lunch,Salad,318.0,37.7,32.5,33.0,13:00,1137.0
2022-12-15,Supper,Nuts,422.0,16.1,29.6,18.8,17:00,
